algorithm,seed,exp_name,phase,args_id,n_train_domains,sample_size_per_domain,imbalance_type,train_envs,train_env_sizes,test_env,metric,model_selection,value
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,avg_domain,acc,final,0.6899727272727273
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,worst_domain,acc,final,0.626
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,best_domain,acc,final,0.7549
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.0,acc,best,0.7606
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.0,acc,final,0.7526
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.0,loss,best,0.47826148569583893
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.0,loss,final,0.5197608172893524
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.1,acc,best,0.7536
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.1,acc,final,0.7387
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.1,loss,best,0.5062254965305328
erm,0,e0_repro_small,reproduction,f45326f5b38b7a46c1da64c6befa6ed2,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.1,loss,final,0.5481483638286591
