algorithm,seed,exp_name,phase,args_id,n_train_domains,sample_size_per_domain,imbalance_type,train_envs,train_env_sizes,test_env,metric,model_selection,value
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.3,loss,final,0.6448626816272736
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.4,acc,best,0.716
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.4,acc,final,0.7014
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.4,loss,best,0.6119978427886963
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.4,loss,final,0.6447452902793884
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.5,acc,best,0.7116
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.5,acc,final,0.6955
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.5,loss,best,0.6318037509918213
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.5,loss,final,0.6759899258613586
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.6,acc,best,0.7067
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.6,acc,final,0.689
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.6,loss,best,0.6343954205513
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.6,loss,final,0.6865280568599701
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.7,acc,best,0.7167
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.7,acc,final,0.6957
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.7,loss,best,0.6254139840602875
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.7,loss,final,0.6787954866886139
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.8,acc,best,0.7031
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.8,acc,final,0.6788
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.8,loss,best,0.6429643630981445
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.8,loss,final,0.7078430354595184
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.9,acc,best,0.6956
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.9,acc,final,0.6701
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.9,loss,best,0.6514359712600708
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,0.9,loss,final,0.7213369607925415
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,1.0,acc,best,0.6976
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,1.0,acc,final,0.6715
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,1.0,loss,best,0.6517682373523712
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,1.0,loss,final,0.7239034175872803
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,avg_domain,acc,best,0.7100818181818181
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,worst_domain,acc,best,0.6956
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,best_domain,acc,best,0.72
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,avg_domain,acc,final,0.6936818181818182
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,worst_domain,acc,final,0.6701
groupdro,1,e0_repro_small,reproduction,6a7e57a240d1f48c755b324c9edd43bb,4,,,"[0.1, 0.2, 0.5, 0.9]",,best_domain,acc,final,0.7093
