condition,algorithm,seed,lambda,domain_id,train_count,test_accuracy,loss,empirical_weight,deployment_weight,source,alpha_eval,head_domain_id,tail_domain_id,is_head_domain,is_tail_domain
near_missing_tail,erm,0,,0.9,50,0.2361,3.939844250679016,0.00625,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,groupdro,3,,0.1,2000,0.6749,0.9383129775524139,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,groupdro,3,,0.2,2000,0.6729,0.9356799423694611,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,groupdro,3,,0.5,2000,0.6496,1.0210375785827637,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,groupdro,3,,0.9,2000,0.6346,1.1027310490608215,0.25,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,erm,2,,0.1,5000,0.8445,0.5541893839836121,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,erm,2,,0.2,2000,0.773,0.9272112548351288,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,erm,2,,0.5,800,0.5618,1.9364882111549377,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,erm,2,,0.9,200,0.2873,3.277273178100586,0.025,0.25,main_eval,,0.1,0.9,0,1
missing_tail,erm,3,,0.1,6000,0.8592,0.5799132883548737,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,erm,3,,0.2,1500,0.7793,0.9891960918903351,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,erm,3,,0.5,500,0.5413,2.2259057760238647,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,erm,3,,0.9,0,0.2411,3.8516786098480225,0.0,0.25,main_eval,,0.1,0.9,0,1
missing_tail,iro,3,,0.1,6000,0.8641,0.5139276087284088,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,iro,3,,0.2,1500,0.7835,0.5563055574893951,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,iro,3,,0.5,500,0.6061,0.679111897945404,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,iro,3,,0.9,0,0.4474,0.8502809405326843,0.0,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,iro,3,,0.1,5000,0.7216,0.5990300178527832,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,iro,3,,0.2,2000,0.7113,0.6102875173091888,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,iro,3,,0.5,800,0.6518,0.6432065665721893,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,iro,3,,0.9,200,0.5942,0.7052303850650787,0.025,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,irm,1,,0.1,5000,0.7574,0.572322428226471,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,irm,1,,0.2,2000,0.7208,0.6725813150405884,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,irm,1,,0.5,800,0.6305,0.9299444854259491,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,irm,1,,0.9,200,0.5198,1.2785750031471252,0.025,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,inftask,4,,0.1,2000,0.68,0.6252205967903137,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,inftask,4,,0.2,2000,0.6809,0.6254313886165619,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,inftask,4,,0.5,2000,0.6847,0.6230138540267944,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,inftask,4,,0.9,2000,0.6683,0.6457946300506592,0.25,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,iro,0,,0.1,2000,0.6772,0.6319457590579987,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,iro,0,,0.2,2000,0.6697,0.6338836550712585,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,iro,0,,0.5,2000,0.6773,0.6300479471683502,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,iro,0,,0.9,2000,0.6589,0.6463420391082764,0.25,0.25,main_eval,,0.1,0.9,0,1
missing_tail,erm,4,,0.1,6000,0.8633,0.5513820648193359,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,erm,4,,0.2,1500,0.7874,0.9632781147956848,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,erm,4,,0.5,500,0.542,2.1746487617492676,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,erm,4,,0.9,0,0.2146,3.916770815849304,0.0,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,groupdro,1,,0.1,2000,0.7068,0.740809977054596,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,groupdro,1,,0.2,2000,0.6856,0.8038130402565002,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,groupdro,1,,0.5,2000,0.6489,0.9204285740852356,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,groupdro,1,,0.9,2000,0.6044,1.0802394151687622,0.25,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,inftask,2,,0.1,2000,0.7038,0.6222115457057953,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,inftask,2,,0.2,2000,0.6948,0.6282217502593994,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,inftask,2,,0.5,2000,0.6627,0.6354897320270538,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,inftask,2,,0.9,2000,0.6512,0.6509638428688049,0.25,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,iro,2,,0.1,5000,0.7529,0.6279217004776001,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,iro,2,,0.2,2000,0.7269,0.6361781656742096,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,iro,2,,0.5,800,0.6592,0.6512082815170288,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,iro,2,,0.9,200,0.5818,0.6855953633785248,0.025,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,irm,4,,0.1,5800,0.7596,0.5658411383628845,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,irm,4,,0.2,1800,0.7315,0.6567414700984955,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,irm,4,,0.5,350,0.6139,0.9993049800395966,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,irm,4,,0.9,50,0.4733,1.417120635509491,0.00625,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,iro,1,,0.1,2000,0.6966,0.640891045331955,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,iro,1,,0.2,2000,0.6861,0.6444724202156067,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,iro,1,,0.5,2000,0.6834,0.6229546368122101,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,iro,1,,0.9,2000,0.665,0.6362272500991821,0.25,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,groupdro,1,,0.1,5000,0.8058,0.4794633239507675,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,groupdro,1,,0.2,2000,0.7537,0.654305100440979,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,groupdro,1,,0.5,800,0.5927,1.134248435497284,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,groupdro,1,,0.9,200,0.3997,1.7788869738578796,0.025,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,iro,4,,0.1,5800,0.8038,0.6085439622402191,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,iro,4,,0.2,1800,0.7586,0.6237470209598541,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,iro,4,,0.5,350,0.6279,0.6584603190422058,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,iro,4,,0.9,50,0.4413,0.7390767335891724,0.00625,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,iro,4,,0.1,2000,0.6877,0.608818531036377,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,iro,4,,0.2,2000,0.689,0.6119571626186371,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,iro,4,,0.5,2000,0.6888,0.628590852022171,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,iro,4,,0.9,2000,0.6679,0.6693865656852722,0.25,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,inftask,2,,0.1,5000,0.7303,0.6387574374675751,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,inftask,2,,0.2,2000,0.705,0.6476714313030243,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,inftask,2,,0.5,800,0.6571,0.6526151597499847,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,inftask,2,,0.9,200,0.5816,0.6833975911140442,0.025,0.25,main_eval,,0.1,0.9,0,1
missing_tail,irm,1,,0.1,6000,0.7601,0.5506167411804199,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,irm,1,,0.2,1500,0.7194,0.6576598882675171,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,irm,1,,0.5,500,0.6217,0.9387988150119781,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,irm,1,,0.9,0,0.4805,1.3113402724266052,0.0,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,inftask,0,,0.1,5000,0.7446,0.5988160967826843,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,inftask,0,,0.2,2000,0.7159,0.6108195185661316,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,inftask,0,,0.5,800,0.6545,0.6397268772125244,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,inftask,0,,0.9,200,0.5661,0.7247174978256226,0.025,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,iro,2,,0.1,2000,0.7015,0.6202672123908997,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,iro,2,,0.2,2000,0.7044,0.6219195127487183,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,iro,2,,0.5,2000,0.6756,0.6286754012107849,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,iro,2,,0.9,2000,0.6608,0.6440160572528839,0.25,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,iro,2,,0.1,5800,0.7703,0.6151244342327118,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,iro,2,,0.2,1800,0.7337,0.6291057169437408,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,iro,2,,0.5,350,0.634,0.6588395535945892,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,iro,2,,0.9,50,0.4949,0.7230913639068604,0.00625,0.25,main_eval,,0.1,0.9,0,1
missing_tail,groupdro,0,,0.1,6000,0.8467,0.42195194959640503,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,groupdro,0,,0.2,1500,0.7735,0.6867135763168335,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,groupdro,0,,0.5,500,0.572,1.357281506061554,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,groupdro,0,,0.9,0,0.322,2.230866551399231,0.0,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,irm,1,,0.1,2000,0.7113,0.7699010074138641,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,irm,1,,0.2,2000,0.6916,0.8292151093482971,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,irm,1,,0.5,2000,0.6628,0.9413705766201019,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,irm,1,,0.9,2000,0.6221,1.0973581075668335,0.25,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,inftask,4,,0.1,5000,0.7675,0.5813747346401215,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,inftask,4,,0.2,2000,0.7385,0.5966997444629669,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,inftask,4,,0.5,800,0.656,0.6375076174736023,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,inftask,4,,0.9,200,0.5552,0.736309140920639,0.025,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,irm,3,,0.1,2000,0.6833,0.900543600320816,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,irm,3,,0.2,2000,0.6844,0.8853890895843506,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,irm,3,,0.5,2000,0.6646,0.9424572288990021,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,irm,3,,0.9,2000,0.6596,0.9883552491664886,0.25,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,inftask,3,,0.1,2000,0.6558,0.6508258283138275,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,inftask,3,,0.2,2000,0.6582,0.6484900414943695,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,inftask,3,,0.5,2000,0.6611,0.6348215937614441,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,inftask,3,,0.9,2000,0.6616,0.6346372961997986,0.25,0.25,main_eval,,0.1,0.9,0,1
missing_tail,groupdro,3,,0.1,6000,0.8447,0.4626176953315735,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,groupdro,3,,0.2,1500,0.7716,0.7236596345901489,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,groupdro,3,,0.5,500,0.5697,1.4984126091003418,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,groupdro,3,,0.9,0,0.3032,2.5381414890289307,0.0,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,irm,3,,0.1,5800,0.7803,0.5667800903320312,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,irm,3,,0.2,1800,0.7381,0.7112389504909515,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,irm,3,,0.5,350,0.612,1.1202872395515442,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,irm,3,,0.9,50,0.4464,1.6755056381225586,0.00625,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,inftask,1,,0.1,5000,0.7512,0.6104592680931091,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,inftask,1,,0.2,2000,0.7178,0.6237324476242065,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,inftask,1,,0.5,800,0.6482,0.6390303373336792,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,inftask,1,,0.9,200,0.5411,0.7420264184474945,0.025,0.25,main_eval,,0.1,0.9,0,1
missing_tail,erm,2,,0.1,6000,0.8605,0.5877788960933685,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,erm,2,,0.2,1500,0.7756,1.032365620136261,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,erm,2,,0.5,500,0.5507,2.2596137523651123,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,erm,2,,0.9,0,0.2413,3.8848960399627686,0.0,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,inftask,1,,0.1,2000,0.6946,0.6433336734771729,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,inftask,1,,0.2,2000,0.6849,0.6475408971309662,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,inftask,1,,0.5,2000,0.6811,0.6223115026950836,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,inftask,1,,0.9,2000,0.6687,0.6278403997421265,0.25,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,groupdro,1,,0.1,5800,0.8334,0.4469286799430847,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,groupdro,1,,0.2,1800,0.7705,0.644999772310257,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,groupdro,1,,0.5,350,0.5799,1.2419814467430115,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,groupdro,1,,0.9,50,0.3479,2.026891589164734,0.00625,0.25,main_eval,,0.1,0.9,0,1
missing_tail,inftask,3,,0.1,6000,0.857,0.5325346887111664,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,inftask,3,,0.2,1500,0.7877,0.5677748918533325,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,inftask,3,,0.5,500,0.606,0.6764290630817413,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,inftask,3,,0.9,0,0.4405,0.8439677953720093,0.0,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,erm,2,,0.1,5800,0.8626,0.5370863974094391,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,erm,2,,0.2,1800,0.7827,0.9334901571273804,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,erm,2,,0.5,350,0.545,2.058579206466675,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,erm,2,,0.9,50,0.2257,3.6144790649414062,0.00625,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,iro,4,,0.1,5000,0.7618,0.5692943930625916,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,iro,4,,0.2,2000,0.7328,0.5875552892684937,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,iro,4,,0.5,800,0.6582,0.6396048665046692,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,iro,4,,0.9,200,0.5538,0.7547801434993744,0.025,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,inftask,3,,0.1,5800,0.7102,0.6507729589939117,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,inftask,3,,0.2,1800,0.6719,0.6581591069698334,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,inftask,3,,0.5,350,0.5707,0.6783797740936279,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,inftask,3,,0.9,50,0.4859,0.6997163891792297,0.00625,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,iro,0,,0.1,5000,0.7379,0.6034607887268066,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,iro,0,,0.2,2000,0.7085,0.61567422747612,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,iro,0,,0.5,800,0.6552,0.6382158100605011,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,iro,0,,0.9,200,0.5661,0.7237861454486847,0.025,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,inftask,0,,0.1,5800,0.817,0.5659470856189728,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,inftask,0,,0.2,1800,0.7631,0.5867153704166412,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,inftask,0,,0.5,350,0.619,0.6616064310073853,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,inftask,0,,0.9,50,0.4395,0.809872567653656,0.00625,0.25,main_eval,,0.1,0.9,0,1
missing_tail,groupdro,4,,0.1,6000,0.8318,0.45097896456718445,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,groupdro,4,,0.2,1500,0.7772,0.6769996583461761,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,groupdro,4,,0.5,500,0.575,1.334276556968689,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,groupdro,4,,0.9,0,0.2994,2.2795287370681763,0.0,0.25,main_eval,,0.1,0.9,0,1
missing_tail,irm,0,,0.1,6000,0.8002,0.49124759435653687,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,irm,0,,0.2,1500,0.7478,0.6666575372219086,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,irm,0,,0.5,500,0.6115,1.0955929160118103,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,irm,0,,0.9,0,0.4473,1.6280166506767273,0.0,0.25,main_eval,,0.1,0.9,0,1
long_tail_visible,irm,2,,0.1,5000,0.7583,0.586931437253952,0.625,0.25,main_eval,,0.1,0.9,1,0
long_tail_visible,irm,2,,0.2,2000,0.7283,0.6808250546455383,0.25,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,irm,2,,0.5,800,0.637,0.9759984016418457,0.1,0.25,main_eval,,0.1,0.9,0,0
long_tail_visible,irm,2,,0.9,200,0.5183,1.354232907295227,0.025,0.25,main_eval,,0.1,0.9,0,1
balanced_visible,groupdro,0,,0.1,2000,0.6828,0.9244171380996704,0.25,0.25,main_eval,,0.1,0.9,1,0
balanced_visible,groupdro,0,,0.2,2000,0.67,0.9872844219207764,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,groupdro,0,,0.5,2000,0.6493,1.0427005290985107,0.25,0.25,main_eval,,0.1,0.9,0,0
balanced_visible,groupdro,0,,0.9,2000,0.6177,1.1586195230484009,0.25,0.25,main_eval,,0.1,0.9,0,1
near_missing_tail,erm,3,,0.1,5800,0.8553,0.5830956995487213,0.725,0.25,main_eval,,0.1,0.9,1,0
near_missing_tail,erm,3,,0.2,1800,0.7787,1.0133123993873596,0.225,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,erm,3,,0.5,350,0.5515,2.215384840965271,0.04375,0.25,main_eval,,0.1,0.9,0,0
near_missing_tail,erm,3,,0.9,50,0.2386,3.822311282157898,0.00625,0.25,main_eval,,0.1,0.9,0,1
missing_tail,irm,4,,0.1,6000,0.7859,0.5205472111701965,0.75,0.25,main_eval,,0.1,0.9,1,0
missing_tail,irm,4,,0.2,1500,0.7497,0.6552025973796844,0.1875,0.25,main_eval,,0.1,0.9,0,0
missing_tail,irm,4,,0.5,500,0.6194,1.028765618801117,0.0625,0.25,main_eval,,0.1,0.9,0,0
missing_tail,irm,4,,0.9,0,0.4457,1.5858522057533264,0.0,0.25,main_eval,,0.1,0.9,0,1
