n_domains,sample_size,exponent,missing_tail_fraction,alpha,tradeoff,repetitions,reversal_probability,observed_tail_probability,mean_empirical_tail_weight,mean_deployment_gap,mean_empirical_gap,head_favored_empirical_wins,tail_favored_empirical_wins
10,2048,2.0,0.2,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.21562120205111296,1000,0
10,2048,0.0,0.3,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.11666666666666668,1000,0
10,2048,0.5,0.3,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.139802368289084,1000,0
10,2048,1.0,0.3,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.14669324779816773,1000,0
10,2048,2.0,0.3,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.25116245576503066,1000,0
10,8192,0.0,0.0,0.9,0.5,1000,0.0,1.0,0.0998677978515625,0.04999999999999982,0.049307563771447425,0,1000
10,8192,0.5,0.0,0.9,0.5,1000,0.0,1.0,0.06294677734375,0.04999999999999982,0.02146301497224337,0,1000
10,8192,1.0,0.0,0.9,0.5,1000,1.0,1.0,0.0341805419921875,0.04999999999999982,0.009624694324242256,1000,0
10,8192,2.0,0.0,0.9,0.5,1000,1.0,1.0,0.0064818115234375,0.04999999999999982,0.18287073208839866,1000,0
10,8192,0.0,0.1,0.9,0.5,1000,0.999,0.0,0.0,0.04999999999999982,0.005573985633857596,999,1
10,8192,0.5,0.1,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.03415512258892616,1000,0
10,8192,1.0,0.1,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.06576918447000338,1000,0
10,8192,2.0,0.1,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.195812298982622,1000,0
10,8192,0.0,0.2,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.06111111111111123,1000,0
10,8192,0.5,0.2,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.08978909987313698,1000,0
10,8192,1.0,0.2,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.1120772315467297,1000,0
10,8192,2.0,0.2,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.21062699378126426,1000,0
10,8192,0.0,0.3,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.11666666666666668,1000,0
10,8192,0.5,0.3,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.14488795035203356,1000,0
10,8192,1.0,0.3,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.14663062260012058,1000,0
10,8192,2.0,0.3,0.9,0.5,1000,1.0,0.0,0.0,0.04999999999999982,0.25251527727155554,1000,0
