n_domains,sample_size,exponent,missing_mass_epsilon,requested_missing_tail_fraction,alpha,tradeoff,repetitions,analytical_delta_id,simulated_lower_cvar,simulated_upper_cvar,simulated_interval_width,empirical_interval_width_mean,empirical_interval_width_p05,empirical_interval_width_p95,empirical_cvar_lower_mean,empirical_cvar_upper_mean
10,32,0.5,0.3,0.3,0.75,0.5,1000,1.0,0.47777777777777775,1.0,0.5222222222222223,0.1694933124144231,0.11358024691358037,0.23395686509721597,0.4636155967806703,0.6331089091950934
10,32,1.0,0.3,0.3,0.75,0.5,1000,1.0,0.47777777777777775,1.0,0.5222222222222223,0.23023276476729138,0.16292087542087538,0.3004273504273504,0.417640106093931,0.6478728708612225
10,32,2.0,0.3,0.3,0.75,0.5,1000,1.0,0.47777777777777775,1.0,0.5222222222222223,0.34938165059269943,0.2770061728395061,0.4291666666666668,0.30061834940730064,0.6500000000000002
10,32,0.0,0.0,0.0,0.9,0.5,1000,0.0,0.65,0.6999999999999998,0.04999999999999982,0.05234346240179567,0.008333333333333193,0.10555555555555551,0.6755008056758056,0.6262401034151035
10,32,0.5,0.0,0.0,0.9,0.5,1000,0.0,0.65,0.6999999999999998,0.04999999999999982,0.031579344112677425,0.005555555555555536,0.07777777777777772,0.6528574592074591,0.6462194697278032
10,32,1.0,0.0,0.0,0.9,0.5,1000,0.0,0.65,0.6999999999999998,0.04999999999999982,0.05272590388007059,0.005555555555555647,0.1444444444444445,0.6065711199294532,0.6499236111111113
10,32,2.0,0.0,0.0,0.9,0.5,1000,0.0,0.65,0.6999999999999998,0.04999999999999982,0.22039743551201885,0.08861111111111114,0.3528409090909091,0.4296914533768701,0.6500000000000002
10,32,0.0,0.1,0.1,0.9,0.5,1000,1.0,0.6444444444444444,1.0,0.3555555555555556,0.02666010301426973,0.0054938271604937005,0.06115319865319872,0.6234950637325636,0.6295544332211
10,32,0.5,0.1,0.1,0.9,0.5,1000,1.0,0.6444444444444444,1.0,0.3555555555555556,0.045118641851975276,0.005555555555555647,0.10277777777777775,0.6039797478755811,0.6472791034582702
10,32,1.0,0.1,0.1,0.9,0.5,1000,1.0,0.6444444444444444,1.0,0.3555555555555556,0.08605884038800712,0.019444444444444486,0.17222222222222233,0.5639411596119929,0.6500000000000002
10,32,2.0,0.1,0.1,0.9,0.5,1000,1.0,0.6444444444444444,1.0,0.3555555555555556,0.2351781107781108,0.10555555555555562,0.35740740740740745,0.41482188922188923,0.6500000000000002
