repetition,deployment_winner,empirical_winner,reversal,deployment_gap,empirical_gap,missing_domains,observed_tail,empirical_tail_weight
321,tail_favored,tail_favored,0,0.04999999999999993,0.08663570691434463,0,1,0.09375
322,tail_favored,head_favored,1,0.04999999999999993,0.0036635706914346367,0,1,0.03125
323,tail_favored,head_favored,1,0.04999999999999993,0.0033195734434124935,0,1,0.09375
324,tail_favored,tail_favored,0,0.04999999999999993,0.025671750181553987,0,1,0.03125
325,tail_favored,tail_favored,0,0.04999999999999993,0.07061403508771913,0,1,0.03125
326,tail_favored,tail_favored,0,0.04999999999999993,0.09093567251461976,0,1,0.125
327,tail_favored,tail_favored,0,0.04999999999999993,0.056879944960440354,0,1,0.125
328,tail_favored,tail_favored,0,0.04999999999999993,0.09876543209876543,0,1,0.09375
329,tail_favored,tail_favored,0,0.04999999999999993,0.08594771241830068,0,1,0.09375
330,tail_favored,tail_favored,0,0.04999999999999993,0.03965141612200429,0,1,0.125
331,tail_favored,tail_favored,0,0.04999999999999993,0.1589798238135834,0,1,0.1875
332,tail_favored,head_favored,1,0.04999999999999993,0.03703130374956998,0,1,0.0625
333,tail_favored,tail_favored,0,0.04999999999999993,0.18536291709666325,0,1,0.125
334,tail_favored,tail_favored,0,0.04999999999999993,0.07650689905591868,0,1,0.09375
335,tail_favored,tail_favored,0,0.04999999999999993,0.09030501089324616,0,1,0.125
336,tail_favored,tail_favored,0,0.04999999999999993,0.06856803327391559,0,1,0.0625
337,tail_favored,tail_favored,0,0.04999999999999993,0.0725795971410007,0,1,0.15625
338,tail_favored,head_favored,1,0.04999999999999993,0.042168827866768455,0,1,0.03125
339,tail_favored,tail_favored,0,0.04999999999999993,0.09284676833696442,0,1,0.0625
340,tail_favored,tail_favored,0,0.04999999999999993,0.046732026143790906,0,1,0.15625
341,tail_favored,tail_favored,0,0.04999999999999993,0.05181554103122721,0,1,0.03125
342,tail_favored,tail_favored,0,0.04999999999999993,0.11517792302106011,0,1,0.125
343,tail_favored,tail_favored,0,0.04999999999999993,0.08151397011046135,0,1,0.09375
344,tail_favored,tail_favored,0,0.04999999999999993,0.15006497725795964,0,1,0.1875
345,tail_favored,tail_favored,0,0.04999999999999993,0.00188816267247649,0,1,0.15625
346,tail_favored,head_favored,1,0.04999999999999993,0.010493827160493963,0,1,0.125
347,tail_favored,tail_favored,0,0.04999999999999993,0.03692810457516349,0,1,0.15625
348,tail_favored,head_favored,1,0.04999999999999993,0.03771929824561404,0,1,0.125
349,tail_favored,tail_favored,0,0.04999999999999993,0.05423976608187131,0,1,0.125
350,tail_favored,tail_favored,0,0.04999999999999993,0.07469135802469129,0,1,0.15625
351,tail_favored,head_favored,1,0.04999999999999993,0.06873638344226574,0,1,0.0625
352,tail_favored,tail_favored,0,0.04999999999999993,0.0799277605779154,0,1,0.15625
353,tail_favored,head_favored,1,0.04999999999999993,0.015789473684210353,0,1,0.0625
354,tail_favored,tail_favored,0,0.04999999999999993,0.03529411764705881,0,1,0.09375
355,tail_favored,tail_favored,0,0.04999999999999993,0.00424836601307188,0,1,0.0625
356,tail_favored,tail_favored,0,0.04999999999999993,0.04879600963192299,0,1,0.15625
357,tail_favored,tail_favored,0,0.04999999999999993,0.028571428571428525,0,1,0.0625
358,tail_favored,tail_favored,0,0.04999999999999993,0.014596949891067634,0,1,0.09375
359,tail_favored,head_favored,1,0.04999999999999993,0.046604938271605056,0,1,0.0625
360,tail_favored,tail_favored,0,0.04999999999999993,0.05653594771241832,0,1,0.09375
361,tail_favored,tail_favored,0,0.04999999999999993,0.07257872846108138,0,1,0.0625
362,tail_favored,head_favored,1,0.04999999999999993,0.048856209150326735,0,1,0.125
363,tail_favored,tail_favored,0,0.04999999999999993,0.09320987654320978,0,1,0.09375
364,tail_favored,tail_favored,0,0.04999999999999993,0.11481481481481481,0,1,0.125
365,tail_favored,head_favored,1,0.04999999999999993,0.044054580896686124,0,1,0.09375
366,tail_favored,tail_favored,0,0.04999999999999993,0.05767973856209152,0,1,0.09375
367,tail_favored,tail_favored,0,0.04999999999999993,0.10936819172113282,0,1,0.0625
368,tail_favored,tail_favored,0,0.04999999999999993,0.0675438596491228,0,1,0.1875
369,tail_favored,tail_favored,0,0.04999999999999993,0.23033273915626845,0,1,0.1875
370,tail_favored,tail_favored,0,0.04999999999999993,0.07304781561747509,0,1,0.0625
371,tail_favored,head_favored,1,0.04999999999999993,0.09329805996472679,0,0,0.0
372,tail_favored,tail_favored,0,0.04999999999999993,0.1354833161334708,0,1,0.09375
373,tail_favored,tail_favored,0,0.04999999999999993,0.14054834054834053,0,1,0.125
374,tail_favored,tail_favored,0,0.04999999999999993,0.005065359477124054,0,1,0.03125
375,tail_favored,tail_favored,0,0.04999999999999993,0.004974582425562923,0,1,0.0625
376,tail_favored,tail_favored,0,0.04999999999999993,0.032207697893972376,0,1,0.0625
377,tail_favored,tail_favored,0,0.04999999999999993,0.07993827160493833,0,1,0.125
378,tail_favored,head_favored,1,0.04999999999999993,0.024183006535947515,0,1,0.125
379,tail_favored,tail_favored,0,0.04999999999999993,0.07546296296296295,0,1,0.0625
380,tail_favored,head_favored,1,0.04999999999999993,0.02351712614870516,0,1,0.0625
381,tail_favored,head_favored,1,0.04999999999999993,0.06327160493827166,0,1,0.125
382,tail_favored,tail_favored,0,0.04999999999999993,0.16885104919160637,0,1,0.21875
383,tail_favored,tail_favored,0,0.04999999999999993,0.06361655773420483,0,1,0.0625
384,tail_favored,tail_favored,0,0.04999999999999993,0.1284313725490196,0,1,0.15625
385,tail_favored,head_favored,1,0.04999999999999993,0.058024691358024794,0,1,0.09375
386,tail_favored,tail_favored,0,0.04999999999999993,0.053527336860670016,0,0,0.0
387,tail_favored,head_favored,1,0.04999999999999993,0.059710550887021485,0,1,0.09375
388,tail_favored,head_favored,1,0.04999999999999993,0.055042016806722716,0,1,0.09375
389,tail_favored,tail_favored,0,0.04999999999999993,0.031481481481481444,0,1,0.15625
390,tail_favored,tail_favored,0,0.04999999999999993,0.05895061728395046,0,1,0.09375
391,tail_favored,tail_favored,0,0.04999999999999993,0.04269005847953222,0,1,0.0625
392,tail_favored,tail_favored,0,0.04999999999999993,0.07153110047846889,0,1,0.1875
393,tail_favored,head_favored,1,0.04999999999999993,0.022222222222222254,0,1,0.15625
394,tail_favored,head_favored,1,0.04999999999999993,0.029322638146167646,0,1,0.03125
395,tail_favored,head_favored,1,0.04999999999999993,0.019883040935672502,0,1,0.125
396,tail_favored,tail_favored,0,0.04999999999999993,0.03633156966490292,0,1,0.0625
397,tail_favored,tail_favored,0,0.04999999999999993,0.041975308641975184,0,1,0.09375
398,tail_favored,head_favored,1,0.04999999999999993,0.03478576615831519,0,1,0.0625
399,tail_favored,head_favored,1,0.04999999999999993,0.07278244631185815,0,1,0.0625
400,tail_favored,tail_favored,0,0.04999999999999993,0.11411453470276994,0,1,0.21875
401,tail_favored,tail_favored,0,0.04999999999999993,0.08957879448075518,0,1,0.09375
402,tail_favored,tail_favored,0,0.04999999999999993,0.028844169246646012,0,1,0.15625
403,tail_favored,tail_favored,0,0.04999999999999993,0.08540305010893245,0,1,0.125
404,tail_favored,tail_favored,0,0.04999999999999993,0.13011272141706903,0,1,0.09375
405,tail_favored,tail_favored,0,0.04999999999999993,0.13853151397011032,0,1,0.09375
406,tail_favored,tail_favored,0,0.04999999999999993,0.02367465504720412,0,1,0.0625
407,tail_favored,tail_favored,0,0.04999999999999993,0.11172839506172849,0,1,0.1875
408,tail_favored,tail_favored,0,0.04999999999999993,0.16111111111111104,0,1,0.1875
409,tail_favored,tail_favored,0,0.04999999999999993,0.08663570691434463,0,1,0.09375
410,tail_favored,tail_favored,0,0.04999999999999993,0.13896151053013778,0,1,0.21875
411,tail_favored,tail_favored,0,0.04999999999999993,0.03474945533769058,0,1,0.125
412,tail_favored,tail_favored,0,0.04999999999999993,0.011988304093567326,0,1,0.0625
413,tail_favored,tail_favored,0,0.04999999999999993,0.04415204678362561,0,1,0.1875
414,tail_favored,tail_favored,0,0.04999999999999993,0.012638076673164411,0,1,0.125
415,tail_favored,tail_favored,0,0.04999999999999993,0.08319573443412454,0,1,0.1875
416,tail_favored,tail_favored,0,0.04999999999999993,0.1367724867724867,0,1,0.0625
417,tail_favored,tail_favored,0,0.04999999999999993,0.09852941176470587,0,1,0.09375
418,tail_favored,tail_favored,0,0.04999999999999993,0.10571799870045478,0,1,0.15625
419,tail_favored,tail_favored,0,0.04999999999999993,0.010038986354775847,0,1,0.0625
420,tail_favored,tail_favored,0,0.04999999999999993,0.10954974582425558,0,1,0.125
421,tail_favored,tail_favored,0,0.04999999999999993,0.0778637770897832,0,1,0.09375
422,tail_favored,head_favored,1,0.04999999999999993,0.05768751945222522,0,1,0.0625
423,tail_favored,tail_favored,0,0.04999999999999993,0.03366013071895413,0,1,0.09375
424,tail_favored,tail_favored,0,0.04999999999999993,0.06949317738791416,0,1,0.09375
425,tail_favored,head_favored,1,0.04999999999999993,0.012779497764017989,0,1,0.03125
426,tail_favored,tail_favored,0,0.04999999999999993,0.00987654320987652,0,1,0.0625
427,tail_favored,tail_favored,0,0.04999999999999993,0.1448667966211824,0,1,0.09375
428,tail_favored,tail_favored,0,0.04999999999999993,0.08285173718610239,0,1,0.125
429,tail_favored,tail_favored,0,0.04999999999999993,0.02712418300653585,0,1,0.125
430,tail_favored,tail_favored,0,0.04999999999999993,0.0761533463287849,0,1,0.0625
431,tail_favored,tail_favored,0,0.04999999999999993,0.07700378396972807,0,1,0.1875
432,tail_favored,tail_favored,0,0.04999999999999993,0.0719298245614034,0,1,0.1875
433,tail_favored,tail_favored,0,0.04999999999999993,0.07559912854030504,0,1,0.125
434,tail_favored,head_favored,1,0.04999999999999993,0.008804418453541296,0,1,0.03125
435,tail_favored,tail_favored,0,0.04999999999999993,0.10555555555555551,0,1,0.125
436,tail_favored,tail_favored,0,0.04999999999999993,0.020370370370370372,0,1,0.09375
437,tail_favored,head_favored,1,0.04999999999999993,0.007915758896151037,0,1,0.0625
438,tail_favored,tail_favored,0,0.04999999999999993,0.061619462599854624,0,1,0.0625
439,tail_favored,tail_favored,0,0.04999999999999993,0.04012345679012341,0,1,0.0625
440,tail_favored,tail_favored,0,0.04999999999999993,0.037472766884531494,0,1,0.15625
441,tail_favored,head_favored,1,0.04999999999999993,0.0061403508771930015,0,1,0.0625
442,tail_favored,head_favored,1,0.04999999999999993,0.0046477850399418985,0,1,0.0625
443,tail_favored,tail_favored,0,0.04999999999999993,0.06960784313725488,0,1,0.15625
444,tail_favored,tail_favored,0,0.04999999999999993,0.020760233918128645,0,1,0.0625
445,tail_favored,tail_favored,0,0.04999999999999993,0.15426392779333947,0,1,0.09375
446,tail_favored,head_favored,1,0.04999999999999993,0.02086419753086427,0,1,0.09375
447,tail_favored,tail_favored,0,0.04999999999999993,0.058771929824561364,0,1,0.09375
448,tail_favored,tail_favored,0,0.04999999999999993,0.07253086419753096,0,1,0.125
449,tail_favored,tail_favored,0,0.04999999999999993,0.11432748538011689,0,1,0.0625
450,tail_favored,tail_favored,0,0.04999999999999993,0.06023391812865497,0,1,0.09375
451,tail_favored,tail_favored,0,0.04999999999999993,0.028282828282828243,0,1,0.0625
452,tail_favored,tail_favored,0,0.04999999999999993,0.026264189886480938,0,1,0.0625
453,tail_favored,tail_favored,0,0.04999999999999993,0.0901234567901234,0,1,0.09375
454,tail_favored,tail_favored,0,0.04999999999999993,0.14103641456582638,0,1,0.125
455,tail_favored,tail_favored,0,0.04999999999999993,0.11111111111111105,0,1,0.15625
456,tail_favored,tail_favored,0,0.04999999999999993,0.09248366013071901,0,1,0.09375
457,tail_favored,tail_favored,0,0.04999999999999993,0.13914141414141412,0,1,0.03125
458,tail_favored,head_favored,1,0.04999999999999993,0.01467148262813911,0,1,0.03125
459,tail_favored,tail_favored,0,0.04999999999999993,0.06759259259259265,0,1,0.25
460,tail_favored,head_favored,1,0.04999999999999993,0.025884154831523398,0,1,0.09375
461,tail_favored,tail_favored,0,0.04999999999999993,0.03456790123456788,0,1,0.09375
462,tail_favored,tail_favored,0,0.04999999999999993,0.025000000000000022,0,1,0.125
463,tail_favored,tail_favored,0,0.04999999999999993,0.0176738141650421,0,1,0.03125
464,tail_favored,tail_favored,0,0.04999999999999993,0.06029411764705883,0,1,0.125
465,tail_favored,tail_favored,0,0.04999999999999993,0.04449604403164786,0,1,0.125
466,tail_favored,tail_favored,0,0.04999999999999993,0.013364293085655343,0,1,0.09375
467,tail_favored,tail_favored,0,0.04999999999999993,0.22857142857142843,0,1,0.1875
468,tail_favored,tail_favored,0,0.04999999999999993,0.11790123456790108,0,1,0.15625
469,tail_favored,head_favored,1,0.04999999999999993,0.07957516339869275,0,1,0.09375
470,tail_favored,tail_favored,0,0.04999999999999993,0.017320261437908546,0,1,0.09375
471,tail_favored,tail_favored,0,0.04999999999999993,0.02619047619047621,0,1,0.0625
472,tail_favored,tail_favored,0,0.04999999999999993,0.047222222222222276,0,1,0.0625
473,tail_favored,tail_favored,0,0.04999999999999993,0.07339181286549701,0,1,0.15625
474,tail_favored,head_favored,1,0.04999999999999993,0.016114359974009007,0,1,0.15625
475,tail_favored,head_favored,1,0.04999999999999993,0.1681372549019608,0,0,0.0
476,tail_favored,tail_favored,0,0.04999999999999993,0.14554933084344845,0,1,0.1875
477,tail_favored,tail_favored,0,0.04999999999999993,0.038132094943240435,0,1,0.03125
478,tail_favored,tail_favored,0,0.04999999999999993,0.012545252018936193,0,0,0.0
479,tail_favored,tail_favored,0,0.04999999999999993,0.09621848739495792,0,1,0.125
480,tail_favored,tail_favored,0,0.04999999999999993,0.1533711730306156,0,1,0.03125
481,tail_favored,tail_favored,0,0.04999999999999993,0.08585858585858591,0,1,0.0625
482,tail_favored,tail_favored,0,0.04999999999999993,0.03905228758169932,0,1,0.03125
483,tail_favored,tail_favored,0,0.04999999999999993,0.04371345029239759,0,1,0.03125
484,tail_favored,tail_favored,0,0.04999999999999993,0.029320987654321118,0,1,0.09375
485,tail_favored,head_favored,1,0.04999999999999993,0.07248213125406117,0,1,0.0625
486,tail_favored,tail_favored,0,0.04999999999999993,0.0537037037037037,0,1,0.21875
487,tail_favored,tail_favored,0,0.04999999999999993,0.002777777777777768,0,1,0.125
488,tail_favored,head_favored,1,0.04999999999999993,0.06300309597523213,0,1,0.0625
489,tail_favored,tail_favored,0,0.04999999999999993,0.1206349206349206,0,1,0.03125
490,tail_favored,tail_favored,0,0.04999999999999993,0.04166666666666674,0,1,0.0625
491,tail_favored,tail_favored,0,0.04999999999999993,0.1893188854489164,0,1,0.15625
492,tail_favored,tail_favored,0,0.04999999999999993,0.03391812865497079,0,1,0.0625
493,tail_favored,tail_favored,0,0.04999999999999993,0.020588235294117685,0,1,0.125
494,tail_favored,tail_favored,0,0.04999999999999993,0.028431372549019507,0,1,0.09375
495,tail_favored,tail_favored,0,0.04999999999999993,0.004403983815748469,0,1,0.0625
496,tail_favored,tail_favored,0,0.04999999999999993,0.05472040668119105,0,1,0.03125
497,tail_favored,tail_favored,0,0.04999999999999993,0.124074074074074,0,1,0.0625
498,tail_favored,tail_favored,0,0.04999999999999993,0.08697970416236672,0,1,0.125
499,tail_favored,tail_favored,0,0.04999999999999993,0.011988304093567215,0,1,0.0625
500,tail_favored,head_favored,1,0.04999999999999993,0.0537151702786377,0,0,0.0
501,tail_favored,tail_favored,0,0.04999999999999993,0.10589955280357749,0,1,0.125
502,tail_favored,tail_favored,0,0.04999999999999993,0.05422352176738132,0,1,0.125
503,tail_favored,tail_favored,0,0.04999999999999993,0.06094771241830066,0,1,0.0625
504,tail_favored,tail_favored,0,0.04999999999999993,0.023856209150326713,0,1,0.03125
505,tail_favored,tail_favored,0,0.04999999999999993,0.07777777777777772,0,1,0.03125
506,tail_favored,tail_favored,0,0.04999999999999993,0.0662443144899284,0,1,0.03125
507,tail_favored,head_favored,1,0.04999999999999993,0.12398070339246808,0,1,0.09375
508,tail_favored,tail_favored,0,0.04999999999999993,0.020760233918128645,0,1,0.15625
509,tail_favored,tail_favored,0,0.04999999999999993,0.14792673107890497,0,1,0.09375
510,tail_favored,tail_favored,0,0.04999999999999993,0.045776478232618434,0,1,0.09375
511,tail_favored,tail_favored,0,0.04999999999999993,0.02790773229369703,0,1,0.0625
512,tail_favored,head_favored,1,0.04999999999999993,0.025490196078431282,0,1,0.0625
513,tail_favored,tail_favored,0,0.04999999999999993,0.13764111705288185,0,1,0.09375
514,tail_favored,tail_favored,0,0.04999999999999993,0.022222222222222254,0,1,0.09375
515,tail_favored,tail_favored,0,0.04999999999999993,0.037004548408057114,0,1,0.0625
516,tail_favored,tail_favored,0,0.04999999999999993,0.07233115468409579,0,1,0.125
517,tail_favored,tail_favored,0,0.04999999999999993,0.09557963536291703,0,1,0.1875
518,tail_favored,tail_favored,0,0.04999999999999993,0.12990196078431382,0,1,0.21875
519,tail_favored,tail_favored,0,0.04999999999999993,0.12266081871345025,0,1,0.125
520,tail_favored,tail_favored,0,0.04999999999999993,0.0704678362573099,0,1,0.125
521,tail_favored,tail_favored,0,0.04999999999999993,0.06978939724037769,0,1,0.0625
522,tail_favored,tail_favored,0,0.04999999999999993,0.02660818713450286,0,1,0.03125
523,tail_favored,tail_favored,0,0.04999999999999993,0.13024691358024687,0,1,0.125
524,tail_favored,head_favored,1,0.04999999999999993,0.052923976608187207,0,1,0.03125
525,tail_favored,tail_favored,0,0.04999999999999993,0.04346405228758177,0,1,0.09375
526,tail_favored,head_favored,1,0.04999999999999993,0.0026315789473684292,0,1,0.09375
527,tail_favored,tail_favored,0,0.04999999999999993,0.01913580246913582,0,1,0.0625
528,tail_favored,tail_favored,0,0.04999999999999993,0.06882975412387188,0,1,0.03125
529,tail_favored,tail_favored,0,0.04999999999999993,0.05820105820105803,0,1,0.09375
530,tail_favored,tail_favored,0,0.04999999999999993,0.07287581699346413,0,1,0.0625
531,tail_favored,head_favored,1,0.04999999999999993,0.032934609250398705,0,1,0.125
532,tail_favored,tail_favored,0,0.04999999999999993,0.06693404634581107,0,1,0.125
533,tail_favored,head_favored,1,0.04999999999999993,0.06820987654320998,0,1,0.03125
534,tail_favored,tail_favored,0,0.04999999999999993,0.16111111111111104,0,1,0.125
535,tail_favored,tail_favored,0,0.04999999999999993,0.019444444444444375,0,1,0.09375
536,tail_favored,tail_favored,0,0.04999999999999993,0.05462962962962947,0,1,0.09375
537,tail_favored,tail_favored,0,0.04999999999999993,0.10174291938997815,0,1,0.0625
538,tail_favored,tail_favored,0,0.04999999999999993,0.03985890652557311,0,1,0.03125
539,tail_favored,head_favored,1,0.04999999999999993,0.0524509803921569,0,1,0.0625
540,tail_favored,tail_favored,0,0.04999999999999993,0.13789129686962504,0,1,0.1875
541,tail_favored,tail_favored,0,0.04999999999999993,0.043120055039559735,0,1,0.15625
542,tail_favored,head_favored,1,0.04999999999999993,0.014327485380116967,0,1,0.0625
543,tail_favored,tail_favored,0,0.04999999999999993,0.08623188405797105,0,1,0.125
544,tail_favored,head_favored,1,0.04999999999999993,0.04749455337690611,0,1,0.0625
545,tail_favored,head_favored,1,0.04999999999999993,0.014814814814814947,0,0,0.0
546,tail_favored,tail_favored,0,0.04999999999999993,0.06668386652906788,0,1,0.15625
547,tail_favored,tail_favored,0,0.04999999999999993,0.08823529411764708,0,1,0.125
548,tail_favored,tail_favored,0,0.04999999999999993,0.06998050682261198,0,1,0.0625
549,tail_favored,tail_favored,0,0.04999999999999993,0.1763616557734204,0,1,0.25
550,tail_favored,tail_favored,0,0.04999999999999993,0.017009025832555258,0,1,0.15625
551,tail_favored,tail_favored,0,0.04999999999999993,0.02695218438252489,0,1,0.0625
552,tail_favored,head_favored,1,0.04999999999999993,0.04803921568627445,0,0,0.0
553,tail_favored,tail_favored,0,0.04999999999999993,0.13651530787753696,0,1,0.125
554,tail_favored,tail_favored,0,0.04999999999999993,0.07810457516339864,0,1,0.09375
555,tail_favored,tail_favored,0,0.04999999999999993,0.037076648841354864,0,1,0.0625
556,tail_favored,tail_favored,0,0.04999999999999993,0.009331880900508405,0,1,0.0625
557,tail_favored,tail_favored,0,0.04999999999999993,0.0794117647058824,0,1,0.03125
558,tail_favored,tail_favored,0,0.04999999999999993,0.015724496426250734,0,1,0.03125
559,tail_favored,tail_favored,0,0.04999999999999993,0.0160493827160495,0,1,0.0625
560,tail_favored,tail_favored,0,0.04999999999999993,0.07559912854030493,0,1,0.125
561,tail_favored,tail_favored,0,0.04999999999999993,0.09629629629629616,0,1,0.03125
562,tail_favored,tail_favored,0,0.04999999999999993,0.021792225662194742,0,1,0.09375
563,tail_favored,tail_favored,0,0.04999999999999993,0.19758698092031418,0,1,0.09375
564,tail_favored,tail_favored,0,0.04999999999999993,0.006790123456790198,0,1,0.0625
565,tail_favored,tail_favored,0,0.04999999999999993,0.11258169934640516,0,1,0.1875
566,tail_favored,tail_favored,0,0.04999999999999993,0.16273554256010386,0,1,0.1875
567,tail_favored,tail_favored,0,0.04999999999999993,0.05308641975308637,0,1,0.09375
568,tail_favored,tail_favored,0,0.04999999999999993,0.04019607843137263,0,1,0.0625
569,tail_favored,tail_favored,0,0.04999999999999993,0.0991916064671482,0,1,0.1875
570,tail_favored,head_favored,1,0.04999999999999993,0.013492063492063444,0,1,0.09375
571,tail_favored,tail_favored,0,0.04999999999999993,0.034520123839009154,0,1,0.0625
572,tail_favored,tail_favored,0,0.04999999999999993,0.09284676833696442,0,1,0.0625
573,tail_favored,tail_favored,0,0.04999999999999993,0.12358674463937613,0,1,0.125
574,tail_favored,tail_favored,0,0.04999999999999993,0.06754385964912268,0,1,0.21875
575,tail_favored,tail_favored,0,0.04999999999999993,0.06579520697167751,0,1,0.09375
576,tail_favored,tail_favored,0,0.04999999999999993,0.03692810457516327,0,1,0.125
577,tail_favored,tail_favored,0,0.04999999999999993,0.10833333333333323,0,1,0.1875
578,tail_favored,tail_favored,0,0.04999999999999993,0.06633986928104563,0,1,0.03125
579,tail_favored,tail_favored,0,0.04999999999999993,0.11570347437220513,0,1,0.125
580,tail_favored,head_favored,1,0.04999999999999993,0.014534231200897807,0,1,0.03125
581,tail_favored,tail_favored,0,0.04999999999999993,0.03018193632228716,0,1,0.0625
582,tail_favored,head_favored,1,0.04999999999999993,0.02352941176470591,0,1,0.0625
583,tail_favored,tail_favored,0,0.04999999999999993,0.04382716049382718,0,1,0.0625
584,tail_favored,tail_favored,0,0.04999999999999993,0.0830428467683369,0,1,0.0625
585,tail_favored,head_favored,1,0.04999999999999993,0.018226120857699923,0,1,0.03125
586,tail_favored,tail_favored,0,0.04999999999999993,0.07209772798008085,0,1,0.125
587,tail_favored,head_favored,1,0.04999999999999993,0.03333333333333344,0,1,0.09375
588,tail_favored,tail_favored,0,0.04999999999999993,0.040740740740740744,0,1,0.15625
589,tail_favored,head_favored,1,0.04999999999999993,0.0186274509803922,0,1,0.09375
590,tail_favored,head_favored,1,0.04999999999999993,0.006800497976968578,0,1,0.0625
591,tail_favored,tail_favored,0,0.04999999999999993,0.07160493827160486,0,1,0.1875
592,tail_favored,tail_favored,0,0.04999999999999993,0.09643962848297205,0,1,0.09375
593,tail_favored,tail_favored,0,0.04999999999999993,0.00424836601307188,0,0,0.0
594,tail_favored,tail_favored,0,0.04999999999999993,0.012962962962962954,0,1,0.0625
595,tail_favored,head_favored,1,0.04999999999999993,0.028976034858387956,0,1,0.125
596,tail_favored,tail_favored,0,0.04999999999999993,0.09477124183006541,0,1,0.125
597,tail_favored,tail_favored,0,0.04999999999999993,0.09575163398692815,0,1,0.0625
598,tail_favored,tail_favored,0,0.04999999999999993,0.09259259259259245,0,1,0.09375
599,tail_favored,tail_favored,0,0.04999999999999993,0.10734243014944761,0,1,0.09375
600,tail_favored,tail_favored,0,0.04999999999999993,0.031209150326797386,0,1,0.0625
601,tail_favored,tail_favored,0,0.04999999999999993,0.020098039215686314,0,1,0.0625
602,tail_favored,tail_favored,0,0.04999999999999993,0.09213966288269698,0,1,0.15625
603,tail_favored,tail_favored,0,0.04999999999999993,0.00551924473493115,0,1,0.15625
604,tail_favored,head_favored,1,0.04999999999999993,0.07951496388028889,0,1,0.0625
605,tail_favored,tail_favored,0,0.04999999999999993,0.012962962962962843,0,1,0.09375
606,tail_favored,tail_favored,0,0.04999999999999993,0.03412698412698395,0,1,0.03125
607,tail_favored,tail_favored,0,0.04999999999999993,0.0910818713450291,0,1,0.09375
608,tail_favored,head_favored,1,0.04999999999999993,0.03576998050682256,0,1,0.0625
609,tail_favored,tail_favored,0,0.04999999999999993,0.1439112487100102,0,1,0.21875
610,tail_favored,tail_favored,0,0.04999999999999993,0.008576998050682128,0,1,0.125
611,tail_favored,tail_favored,0,0.04999999999999993,0.047095134350036205,0,1,0.1875
612,tail_favored,tail_favored,0,0.04999999999999993,0.15718954248366007,0,1,0.15625
613,tail_favored,head_favored,1,0.04999999999999993,0.05729847494553375,0,0,0.0
614,tail_favored,tail_favored,0,0.04999999999999993,0.09012345679012335,0,1,0.0625
615,tail_favored,head_favored,1,0.04999999999999993,0.0444444444444444,0,1,0.0625
616,tail_favored,tail_favored,0,0.04999999999999993,0.1466632266941864,0,1,0.1875
617,tail_favored,tail_favored,0,0.04999999999999993,0.15439360929557006,0,1,0.21875
618,tail_favored,tail_favored,0,0.04999999999999993,0.11899055918663742,0,1,0.03125
619,tail_favored,tail_favored,0,0.04999999999999993,0.08443794671864835,0,1,0.09375
620,tail_favored,tail_favored,0,0.04999999999999993,0.007026143790849759,0,1,0.0625
621,tail_favored,head_favored,1,0.04999999999999993,0.04270725834193323,0,1,0.0625
622,tail_favored,tail_favored,0,0.04999999999999993,0.07160493827160486,0,1,0.09375
623,tail_favored,tail_favored,0,0.04999999999999993,0.11307189542483653,0,1,0.0625
624,tail_favored,tail_favored,0,0.04999999999999993,0.021913580246913478,0,1,0.0625
625,tail_favored,head_favored,1,0.04999999999999993,0.0727305737109658,0,0,0.0
626,tail_favored,tail_favored,0,0.04999999999999993,0.1097790773229369,0,1,0.1875
627,tail_favored,tail_favored,0,0.04999999999999993,0.13674985145573387,0,1,0.21875
628,tail_favored,tail_favored,0,0.04999999999999993,0.01439628482972144,0,1,0.0625
629,tail_favored,tail_favored,0,0.04999999999999993,0.15073099415204666,0,1,0.125
630,tail_favored,tail_favored,0,0.04999999999999993,0.17247121070650479,0,1,0.125
631,tail_favored,tail_favored,0,0.04999999999999993,0.1251633986928104,0,1,0.125
632,tail_favored,tail_favored,0,0.04999999999999993,0.061111111111111116,0,1,0.09375
633,tail_favored,head_favored,1,0.04999999999999993,0.0216374269005849,0,1,0.15625
634,tail_favored,tail_favored,0,0.04999999999999993,0.004191033138401523,0,1,0.0625
635,tail_favored,head_favored,1,0.04999999999999993,0.01770081770081766,0,1,0.09375
636,tail_favored,tail_favored,0,0.04999999999999993,0.05501253132832068,0,1,0.0625
637,tail_favored,tail_favored,0,0.04999999999999993,0.11318082788671013,0,1,0.15625
638,tail_favored,tail_favored,0,0.04999999999999993,0.009967320261437762,0,1,0.03125
639,tail_favored,tail_favored,0,0.04999999999999993,0.04845679012345672,0,1,0.09375
640,tail_favored,tail_favored,0,0.04999999999999993,0.07631578947368411,0,1,0.125
641,tail_favored,tail_favored,0,0.04999999999999993,0.06452432824981846,0,1,0.0625
642,tail_favored,tail_favored,0,0.04999999999999993,0.1661946259985474,0,1,0.125
643,tail_favored,tail_favored,0,0.04999999999999993,0.15076252723311545,0,1,0.15625
644,tail_favored,tail_favored,0,0.04999999999999993,0.06250812215724477,0,1,0.1875
645,tail_favored,tail_favored,0,0.04999999999999993,0.024009096816114295,0,1,0.125
646,tail_favored,tail_favored,0,0.04999999999999993,0.03809523809523796,0,1,0.125
647,tail_favored,tail_favored,0,0.04999999999999993,0.09174788823911628,0,1,0.1875
